Artist name,Song name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Track URI,TopList,Year
Wyclef Jean,Gone Till November,0.677,0.503,4,-9.027,1,0.0867,0.0888,1.48e-05,0.182,0.417,85.926,207467,spotify:track:0jOXmNowR2j1hVpZMqnz9P,yes,1998
Lenny Kravitz,I Belong To You,0.687,0.68,7,-7.726,0,0.0489,0.000489,0.024,0.0724,0.674,87.314,257733,spotify:track:02UjN28wB5uyeqUhZTiuZ2,yes,1998
Case,Faded Pictures - From The Rush Hour Soundtrack,0.7,0.448,1,-9.643,0,0.221,0.144,3.76e-06,0.208,0.658,82.005,232533,spotify:track:51YwhosVVOwTuI8EJt1bA5,yes,1998
Boyzone,All That I Need - Edit,0.68,0.702,0,-7.139,1,0.0291,0.468,0,0.111,0.776,92.838,220533,spotify:track:2ZXJFFf0bisA3TtGUP0hZ9,yes,1998
Public Announcement,Body Bumpin' (Yippie-Yi-Yo),0.779,0.423,11,-5.238,0,0.038,0.182,0,0.183,0.326,121.962,275933,spotify:track:3EdakRU1Y7pc8QXcON3vlz,yes,1998
Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,261133,spotify:track:31bf9SEOppLU6lQ85d8om6,yes,1998
Janet Jackson,I Get Lonely,0.799,0.514,7,-6.794,0,0.0478,0.291,0,0.518,0.455,125.104,317560,spotify:track:5xLDmkobOw674TLTBBmnuN,yes,1998
Robbie Williams,Millennium,0.545,0.902,6,-5.302,1,0.0471,0.0556,0,0.196,0.777,91.251,247573,spotify:track:1nrackcWUBo87xecPgry2G,yes,1998
The Tamperer,Feel It - Radio Version,0.871,0.974,11,-6.722,1,0.0486,0.097,0.0384,0.0542,0.653,125.05,178880,spotify:track:3tfVgoh2zXTq0rpPcm3Vvy,yes,1998
All Saints,Under the Bridge,0.717,0.564,6,-7.752,0,0.0551,0.0452,0.000464,0.0897,0.728,85.996,301067,spotify:track:78M2x5ojbdTmUOpWrbijG3,yes,1998
B*Witched,Rollercoaster,0.67,0.766,2,-4.489,1,0.0301,0.0804,0,0.255,0.766,106.981,204920,spotify:track:4XQgdczvOapXHBiMc5ovlo,yes,1998
Destiny's Child,"No, No, No Pt. 2 (feat. Wyclef Jean)",0.676,0.575,1,-3.603,1,0.27,0.318,0,0.101,0.67,181.898,207733,spotify:track:61cOjgiouWpx0VKGREZy4k,yes,1998
Aqua,Turn Back Time,0.682,0.579,8,-15.02,1,0.0301,0.16,3.1e-06,0.0786,0.535,104.006,248933,spotify:track:04ad6JdnrYtTQ2hjc4LulJ,yes,1998
Eric Clapton,My Father's Eyes - 2015 Remaster,0.807,0.571,4,-6.177,1,0.0332,0.00797,0.00028,0.337,0.811,93.008,323053,spotify:track:7aAkwqs3Yp94iIiPRRD7QA,yes,1998
Another Level,Freak Me,0.772,0.67,2,-6.846,1,0.0455,0.0183,0,0.366,0.852,136.676,295427,spotify:track:6vdt2BUd2yB9D74xMcQa4B,yes,1998
Robbie Williams,Let Me Entertain You,0.478,0.965,10,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000,spotify:track:0SLtqCrXBRrnkxSOMA3X4W,yes,1998
Spice Girls,Too Much,0.333,0.631,2,-4.992,1,0.0461,0.484,0,0.332,0.342,80.14,271933,spotify:track:1RQnYh2xw2BPpnzQFbO5r5,yes,1998
Fastball,The Way,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67e-06,0.335,0.908,120.837,257093,spotify:track:7IsEXPk6qqt30FfQv4SZMa,yes,1998
98º,Because Of You,0.732,0.65,0,-6.134,1,0.0254,0.282,0,0.113,0.539,104.49,296347,spotify:track:0eeYMu1A61fdRREKd8LjAl,yes,1998
Shawn Mullins,Lullaby,0.626,0.731,7,-8.0,1,0.0455,0.0211,0.00231,0.249,0.545,79.971,329867,spotify:track:70L4pGAmYv0pTADrgsIxpI,yes,1998
Barenaked Ladies,One Week,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,spotify:track:29hBRadFZf9QTGRHZmxm65,yes,1998
George Michael,Outside,0.742,0.849,5,-8.173,1,0.0366,0.0403,0.00268,0.324,0.913,121.803,283427,spotify:track:6CTM0aon2TESJvdeacsqh9,yes,1998
Aqua,Doctor Jones,0.703,0.8,0,-11.645,0,0.054,0.145,0.000212,0.0683,0.466,139.968,203440,spotify:track:6EBDmMZBQkWrj7jWlGhFU1,yes,1998
Sash!,Mysterious Times,0.632,0.935,1,-7.311,0,0.043,0.0373,0.00121,0.0529,0.502,134.305,221240,spotify:track:3w6BcLgFqVSOK8RnV4k7Cd,yes,1998
Emilia,Big Big World,0.57,0.461,0,-10.249,1,0.0285,0.501,1.88e-05,0.202,0.336,87.987,205467,spotify:track:5I4xjdu4DeKUNMiufzQLoA,yes,1998
Jewel,Hands,0.644,0.495,5,-10.175,0,0.0292,0.423,0.00128,0.082,0.321,127.221,235000,spotify:track:12iERgT55LwVLtGni5WuKB,yes,1998
Brandy,The Boy Is Mine,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,294787,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,yes,1998
Boyzone,No Matter What,0.704,0.417,7,-9.41,1,0.0243,0.187,2.13e-06,0.137,0.532,92.726,274267,spotify:track:5KVPav34JaKkXwBTJHnPgo,yes,1998
The Goo Goo Dolls,Iris,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,yes,1998
Will Smith,Gettin' Jiggy Wit It,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,spotify:track:0weAUscowxeqDtpCgtbpgp,yes,1998
Madonna,Ray of Light,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,320693,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,yes,1998
Semisonic,Closing Time,0.482,0.86,7,-5.423,1,0.0283,0.0225,1.32e-06,0.124,0.251,92.24,273547,spotify:track:1wKWgSrVgaSyxJARfld0Yu,yes,1998
LeAnn Rimes,How Do I Live,0.577,0.462,2,-7.989,1,0.0279,0.128,0,0.0822,0.258,128.303,266973,spotify:track:7BD50ATrF3Vab5FQy7vtK8,yes,1998
Sugar Ray,Every Morning,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867,spotify:track:2ouURa1AIXp3AvkS52Jry5,yes,1998
Train,Meet Virginia,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,239933,spotify:track:4ocbH5ZJqajZIpUrqRUoue,yes,1998
Brandy,Have You Ever,0.698,0.533,2,-6.246,1,0.0437,0.542,0,0.333,0.275,134.001,273440,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,yes,1998
Natalie Imbruglia,Torn,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,244667,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,yes,1997
Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016,225360,spotify:track:1di1BEgJYzPvXUuinsYJGP,yes,1997
Diddy,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,0.833,0.619,7,-5.595,1,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560,spotify:track:1yy2DlSDtEt90d54rPDPXz,yes,1997
Hanson,MMMBop,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,yes,1997
Rammstein,Du hast,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,spotify:track:5awDvzxWfd53SSrsRZ8pXO,yes,1997
The Prodigy,Breathe,0.679,0.822,9,-6.117,1,0.0498,0.0091,0.871,0.0388,0.32,130.036,334800,spotify:track:5oPUBUzrAnwvlmMzl1VW7Y,yes,1997
Blur,Song 2 - 2012 Remaster,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,yes,1997
Daft Punk,Around the World,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,yes,1997
Radiohead,Karma Police,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,264067,spotify:track:3SVAN3BRByDmHOhKyIDxfC,yes,1997
Oasis,D'you Know What I Mean?,0.225,0.875,11,-3.278,0,0.0458,7.17e-05,7.86e-05,0.0996,0.237,80.131,462493,spotify:track:0xXD7LZkGBdSiyJ1VU6y7g,yes,1997
blink-182,Dammit,0.429,0.974,0,-5.136,1,0.0899,0.00168,0,0.164,0.33,110.373,165373,spotify:track:6HvUYS1xDfTCGWoeVrv3XS,yes,1997
Foo Fighters,Everlong,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,yes,1997
Marcy Playground,Sex & Candy,0.67,0.558,2,-9.159,1,0.0251,0.238,0,0.106,0.63,80.511,173493,spotify:track:5mkGfmJGFZpwK9nA5amOhv,yes,1997
The Notorious B.I.G.,Hypnotize - 2014 Remaster,0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941,229827,spotify:track:7KwZNVEaqikRSBSpyhXK2j,yes,1997
The Chemical Brothers,Block Rockin' Beats,0.558,0.982,10,-3.125,0,0.063,0.0227,0.522,0.117,0.69,109.369,313667,spotify:track:1FNvrp5K02oThumS6gllzp,yes,1997
2Pac,Do For Love,0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,281600,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,yes,1997
Blur,Beetlebum - 2012 Remaster,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,305213,spotify:track:4OHVCeQYPncEwZOtNAJZZx,yes,1997
White Town,Your Woman,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,259893,spotify:track:4ACxa9buEUnOdYEoPcnMpi,yes,1997
Michael Jackson,Blood on the Dance Floor,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,253000,spotify:track:11lw4bWbmxWIETHitBU0Gc,yes,1997
Aqua,Roses Are Red - Original Version,0.669,0.862,0,-11.395,0,0.0364,0.0654,0.0151,0.359,0.818,139.975,225933,spotify:track:0tIqERCyX2ogv5Yn00kswb,yes,1997
U2,Discotheque,0.581,0.825,4,-9.689,0,0.0373,0.000859,0.095,0.11,0.663,120.362,318667,spotify:track:3IrhUrZKAkJ8LsFtH71fOT,yes,1997
Diddy,Been Around the World (feat. The Notorious B.I.G. & Mase),0.815,0.529,6,-10.117,0,0.28,0.0191,0,0.406,0.73,99.439,325933,spotify:track:1siDRjAa8MdxNoCHTiiQ7B,yes,1997
LSG,My Body,0.721,0.431,1,-6.633,1,0.045,0.244,0,0.0886,0.318,119.76,247133,spotify:track:6PyLw3l6ndolBrTPQp3Ibm,yes,1997
Sash!,Encore Une Fois - Future Breeze Edit,0.663,0.925,9,-6.775,1,0.0449,0.00683,0.703,0.185,0.843,132.687,221160,spotify:track:3UPBOL5UtCZmJRwioMkfLD,yes,1997
N-Trance,Da Ya Think I'm Sexy?,0.819,0.65,0,-10.829,1,0.0395,0.000814,0.0127,0.47,0.794,112.307,262960,spotify:track:0gTFo2Va6oImBxUZOEOg9T,yes,1997
Wet Wet Wet,If I Never See You Again,0.49,0.611,2,-5.58,1,0.0262,0.51,0,0.126,0.383,159.995,230267,spotify:track:3ne0sLpTPuAfoUkEFUNz6J,yes,1997
Warren G,I Shot The Sheriff,0.859,0.691,10,-9.224,0,0.209,0.0278,1.96e-05,0.198,0.78,91.454,246733,spotify:track:52MJZwo0UGqgFitqv8YFVK,yes,1997
LL Cool J,Ain't Nobody,0.788,0.746,10,-6.405,0,0.185,0.0723,3.43e-06,0.279,0.519,99.873,277440,spotify:track:7c2h4jzcyJsN1QzTb8ZpiZ,yes,1997
Dru Hill,Never Make A Promise,0.731,0.465,9,-8.162,0,0.0281,0.285,0,0.201,0.448,113.236,326840,spotify:track:1yzY2f1TONLTAjgkXygH24,yes,1997
Boyzone,A Different Beat,0.415,0.598,1,-7.979,1,0.0355,0.278,3.81e-05,0.362,0.0984,82.936,254493,spotify:track:48BD0sso11KMP8nfDeH2E4,yes,1997
The Verve,The Drugs Don't Work,0.442,0.52,0,-8.648,1,0.0261,0.184,0,0.154,0.177,77.437,304880,spotify:track:15kLz0zNFdtsaJdXKSGmTU,yes,1997
Diddy,Can't Nobody Hold Me Down (feat. Mase),0.928,0.771,3,-5.935,0,0.251,0.102,1.07e-05,0.338,0.679,93.987,231160,spotify:track:1EM23A621Z0QyTlWKu7T1l,yes,1997
Sash!,Ecuador - Original Radio Edit,0.591,0.888,4,-6.836,1,0.0354,0.00223,0.699,0.396,0.588,132.885,212133,spotify:track:1arJHhz6TxMV50SNvSmGnV,yes,1997
Foxy Brown,I'll Be,0.855,0.614,11,-8.984,0,0.41,0.015,0,0.307,0.495,105.986,178600,spotify:track:6Ag4SYLUGFdnJrCwUIb4mT,yes,1997
Smash Mouth,Walkin' On The Sun,0.745,0.972,6,-5.598,1,0.0316,0.346,0,0.148,0.968,123.067,207787,spotify:track:4TQeNHx85xcP9YRkvJC6K1,yes,1997
Dru Hill,In My Bed,0.714,0.37,6,-7.395,0,0.0321,0.436,0,0.0518,0.334,118.11,284600,spotify:track:2MflYZf6aZzOxQWX0O7Brc,yes,1997
Blue Boy,Remember Me - Sure Is Pure 7 Inch Edit,0.837,0.877,1,-7.314,1,0.0498,0.0864,0.0141,0.0337,0.962,101.088,229627,spotify:track:3dipSm7lWInMbL3hRuMNBg,yes,1997
Erykah Badu,On & On,0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,226133,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,yes,1997
Will Smith,"Men In Black - From ""Men In Black"" Soundtrack",0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,227267,spotify:track:2FK7fxjzQEXD7Z32HSF0Hl,yes,1997
Boyzone,Isn't It A Wonder,0.529,0.505,7,-9.923,1,0.0336,0.479,0,0.0696,0.384,178.274,223960,spotify:track:6u9Cl59kDKuRf3EtmUjaen,yes,1997
Brian McKnight,You Should Be Mine (Don't Waste Your Time),0.773,0.524,1,-7.612,1,0.0343,0.00416,0.000491,0.25,0.657,94.776,287440,spotify:track:0ERh5YRgDVCp8iRaXRqEhG,yes,1997
Olive,You're Not Alone,0.453,0.719,7,-9.045,0,0.0565,0.0673,0.0196,0.121,0.607,134.26,265240,spotify:track:6gVF2GmmmU1h3tiQSNnoxW,yes,1997
Sash!,Stay,0.698,0.985,7,-4.915,0,0.0426,0.0139,0.535,0.115,0.591,133.888,358227,spotify:track:17PIimsvVwdgFlo7SqpflK,yes,1997
Tori Amos,Professional Widow - Armand's Star Trunk Funkin' Mix; Radio Edit; 2016 Remaster,0.708,0.912,7,-7.899,1,0.0369,0.00139,0.000861,0.455,0.621,128.051,229240,spotify:track:0MT7RXj7XwkyvA0e05fgo6,yes,1997
Savage Garden,To the Moon & Back,0.584,0.76,0,-7.369,0,0.0359,0.0205,7.25e-06,0.1,0.325,104.101,341067,spotify:track:6FRtjadDsEhZIQIlh1loEM,yes,1997
Aqua,My Oh My,0.717,0.845,2,-12.633,0,0.0341,0.134,0.000359,0.0934,0.962,132.999,204640,spotify:track:5qHae17FUTpfL5BikapgIK,yes,1997
U2,Staring At The Sun,0.533,0.702,9,-8.504,0,0.0265,0.0549,0.0221,0.27,0.515,140.201,276800,spotify:track:3fsTb3a8l5kJrtzpl04Ljr,yes,1997
911,Bodyshakin' - Radio Mix,0.828,0.88,11,-6.805,0,0.0312,0.0131,0,0.0483,0.967,110.007,227267,spotify:track:2tCrepYvlN3u0XUjDexGx2,yes,1997
Paradisio,Bailando,0.647,0.94,6,-8.759,1,0.0394,0.0836,0.00962,0.119,0.835,132.824,229333,spotify:track:6PwbVXIomkvk4YcafiOc6i,yes,1997
Oasis,Stand By Me,0.225,0.846,7,-2.627,1,0.0411,0.0155,1.13e-06,0.152,0.397,170.003,356627,spotify:track:7L7X3ZI5TBmsnoNcGGRNEv,yes,1997
98º,Invisible Man,0.694,0.651,9,-7.359,0,0.0266,0.195,0,0.241,0.551,89.917,282227,spotify:track:5NerAJRjA2TpBkMU1GC8Ml,yes,1997
Robbie Williams,Old Before I Die,0.461,0.841,2,-4.13,1,0.039,0.000159,0,0.11,0.361,118.31,233627,spotify:track:65mz587jxcFYgqvesekK8I,yes,1997
Coolio,C U When U Get There,0.76,0.585,3,-7.307,1,0.161,0.0102,0.000476,0.308,0.455,91.179,311040,spotify:track:4gf05qWuOT4JmtVGBlIXRO,yes,1997
Toni Braxton,I Don't Want To,0.715,0.398,1,-7.632,1,0.0274,0.288,0,0.0692,0.29,120.084,257200,spotify:track:6Ubm7YSji08mv1gmRE1Ciy,yes,1997
Aaliyah,The One I Gave my Heart to,0.698,0.48,7,-7.932,1,0.0392,0.378,0,0.123,0.345,125.343,270893,spotify:track:5Hr3o3xLPcMfruYm8Fd5EN,yes,1997
The Verve Pipe,The Freshmen,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467,spotify:track:21jEuMn2lf37715rwjow2M,yes,1997
*NSYNC,I Want You Back - Radio Edit,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,200440,spotify:track:221LRlPHPuevgE1tuUlof9,yes,1997
Seal,Fly Like an Eagle,0.623,0.836,7,-4.729,1,0.0595,0.00699,3.41e-06,0.0687,0.631,97.14,254773,spotify:track:1EZTmETpKksbQrxqSTDUIS,yes,1997
Elton John,Candle In The Wind 1997,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,250107,spotify:track:3DUcaEvPO72PijivCjtZcU,yes,1997
Boyz II Men,4 Seasons Of Loneliness,0.591,0.489,1,-10.509,1,0.0385,0.806,1.25e-05,0.116,0.196,98.471,292400,spotify:track:1TyNecZDYU3BP3EitfpgnT,yes,1997
George Michael,Star People,0.838,0.698,8,-8.638,0,0.0383,0.0963,1.58e-05,0.326,0.865,103.611,316600,spotify:track:2x8rw8kMwjbxdThFw1NCIX,yes,1997
Green Day,Good Riddance (Time of Your Life),0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,153467,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,yes,1997
Todd Terry,Something Goin' On (In Your Soul),0.707,0.747,11,-12.345,0,0.0379,0.0126,0.18,0.0722,0.849,127.89,409107,spotify:track:5E5TuerJ7a9hYU9u4aWgeL,yes,1997
The Verve,Bitter Sweet Symphony,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,357267,spotify:track:57iDDD9N9tTWe75x6qhStw,yes,1997
112,Cupid,0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562,252267,spotify:track:3kVIFDE3G89I2RPVkiRaRj,yes,1997
Third Eye Blind,Semi-Charmed Life,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,268360,spotify:track:42et6fnHCw1HIPSrdPprMl,yes,1997
Usher,You Make Me Wanna...,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,219120,spotify:track:47TqCCnEliDp8NRDyIQoQq,yes,1997
Boyzone,Baby Can I Hold You - Edit,0.555,0.471,0,-9.548,1,0.0251,0.515,0.00476,0.0907,0.55,149.981,195560,spotify:track:173YoND0romRJnwZzZEXfx,yes,1997
Chumbawamba,Tubthumping,0.348,0.88,2,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,278779,spotify:track:22HYEJveCvykVDHDiEEmjZ,yes,1997
Tina Moore,Never Gonna Let You Go - Kelly G Bump-N-Go Dub Edit,0.8,0.531,2,-8.937,1,0.091,0.00847,0.812,0.754,0.832,122.032,237907,spotify:track:6ja7ocYMj2FpuENgXexBrH,yes,1997
Babyface,"How Come, How Long (feat. Stevie Wonder)",0.636,0.555,4,-8.121,0,0.0264,0.0141,3e-06,0.0966,0.289,80.912,315093,spotify:track:6kTakcO9wwXh8tEqmJSV8h,yes,1997
Mase,Feel so Good,0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,203627,spotify:track:7hfRrdFJgFKK3cJ4rmkecE,yes,1997
Aqua,Barbie Girl,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,yes,1997
Blackstreet,Don't Leave Me,0.791,0.585,2,-4.609,0,0.0346,0.0817,0,0.0775,0.732,81.809,310867,spotify:track:6ZQSvQh5wb2M5AaEaoymMY,yes,1997
Barbra Streisand,Tell Him,0.344,0.403,4,-9.479,1,0.0422,0.756,0,0.111,0.072,75.818,290533,spotify:track:4XUVRFFW88NsqOvhUbQnJH,yes,1997
Jewel,Foolish Games,0.222,0.0723,5,-16.458,1,0.0375,0.945,0.000353,0.0948,0.176,86.278,340667,spotify:track:3pPyv196sOJrbZdNiVNYCA,yes,1997
Mariah Carey,Honey,0.694,0.824,1,-6.756,1,0.0909,0.119,7.15e-06,0.152,0.675,95.833,299827,spotify:track:5NaOWLOmVjcA3M5spRATN9,yes,1997
Hanson,I Will Come To You,0.437,0.723,1,-7.013,1,0.0471,0.0884,3.91e-05,0.113,0.344,139.765,251293,spotify:track:6ZIuoDs3i1KjKurJf9miSs,yes,1997
*NSYNC,Tearin' up My Heart - Radio Edit,0.687,0.918,7,-4.676,1,0.0392,0.00211,1.26e-05,0.344,0.747,110.06,209400,spotify:track:73q3FpQVXWk5eSUnyo83E4,yes,1997
Allure,All Cried Out,0.594,0.541,1,-6.689,1,0.025,0.117,0,0.0942,0.18,139.827,268627,spotify:track:2NCKTTzkAhPLrnu8lOOiTO,yes,1997
The Verve,Lucky Man,0.407,0.663,2,-7.591,1,0.0305,0.255,0.000166,0.0913,0.211,75.989,293587,spotify:track:0bw1li9y32rw40HGodRShs,yes,1997
Janet Jackson,Got 'Til It's Gone,0.789,0.412,7,-7.518,1,0.243,0.0218,0.000312,0.3,0.518,89.914,241760,spotify:track:6jUyYHDikmw9WltPojSR37,yes,1997
Babyface,Every Time I Close My Eyes (with Kenny G),0.654,0.417,5,-7.699,1,0.025,0.0624,0,0.0963,0.279,143.676,296267,spotify:track:2ezqQeBiC72gwMJoO4w1hA,yes,1997
Ultra Naté,Free,0.757,0.905,5,-6.771,0,0.0338,0.00254,0.0012,0.0357,0.621,125.002,353360,spotify:track:5RC9olve1FVs1bnIneatm8,yes,1997
Cornershop,Brimful of Asha (Norman Cook Remix) (Single Version),0.686,0.936,11,-3.923,1,0.0571,0.22,0,0.0964,0.942,125.665,243667,spotify:track:29capylmokCeuNAWqGitij,yes,1997
Spice Girls,Who Do You Think You Are,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,240707,spotify:track:1jI1aLmm5HTwiMtvsbwDJw,yes,1997
En Vogue,Don't Let Go (Love),0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,291880,spotify:track:06TuMCjDEYjTOJScCRzmjf,yes,1997
Francesco Sartori,Time To Say Goodbye,0.201,0.435,7,-7.149,1,0.033,0.818,0.00245,0.0985,0.349,156.477,245893,spotify:track:4aLcGMxwFtcZRpl7NDtNW2,yes,1997
Hanson,Where's The Love,0.585,0.972,2,-5.125,1,0.047,0.00176,3.59e-06,0.172,0.607,115.812,252360,spotify:track:4auyLwpht5bFKtPpulMsCj,yes,1997
The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,spotify:track:4INDiWSKvqSKDEu7mh8HFz,yes,1997
R. Kelly,I Believe I Can Fly,0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,320667,spotify:track:2RzJwBCXsS1VnjDm2jKKAa,yes,1997
Meredith Brooks,Bitch,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,252760,spotify:track:3i6qNxyVgIdUZTTi5m25EM,yes,1997
Billie Myers,Kiss The Rain,0.455,0.682,9,-6.996,1,0.041,0.00142,4.96e-05,0.162,0.283,177.997,270160,spotify:track:4wtHbIS26FOtpjMkaQQ8Zk,yes,1997
Eternal,Angel of Mine,0.65,0.39,0,-10.571,0,0.025,0.0708,1.61e-06,0.0712,0.24,94.826,260160,spotify:track:16ctA4uA4Tiqd8JWxHawWj,yes,1997
Bee Gees,Alone,0.639,0.792,2,-5.084,1,0.0301,0.0912,0.000194,0.303,0.748,110.016,290067,spotify:track:7GsoUeI9DtaTSjJHenyCNP,yes,1997
Spice Girls,Spice Up Your Life,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,yes,1997
Robbie Williams,Angels,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000,spotify:track:1M2nd8jNUkkwrc1dgBPTJz,yes,1997
All Saints,Never Ever,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,387573,spotify:track:7ziHnshbknkpFLDW5yGBjO,yes,1997
Backstreet Boys,Quit Playing Games (With My Heart),0.8,0.825,11,-6.552,0,0.034,0.0559,2.18e-06,0.141,0.903,100.035,232667,spotify:track:0Uqs7ilt5kGX9NzFDWTBrP,yes,1997
Robyn,Show Me Love - Radio Version,0.546,0.643,6,-4.069,0,0.0437,0.0746,0,0.213,0.706,181.838,229227,spotify:track:6SluaPiV04KOaRTOIScoff,yes,1997
Spice Girls,Wannabe,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,yes,1996
Backstreet Boys,Quit Playing Games (With My Heart),0.8,0.825,11,-6.552,0,0.034,0.0559,2.18e-06,0.141,0.903,100.035,232667,spotify:track:0Uqs7ilt5kGX9NzFDWTBrP,yes,1996
Alanis Morissette,Ironic - 2015 Remaster,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,230000,spotify:track:1d6KS9GH06JAd19uiBy9IE,yes,1996
Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,273667,spotify:track:28UMiBhn383n9S7GL4tsxD,yes,1996
Fugees,Killing Me Softly With His Song,0.765,0.29,4,-17.117,0,0.139,0.0279,0,0.571,0.506,92.409,298773,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,yes,1996
No Doubt,Don't Speak,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,263000,spotify:track:7H8zey5My6uNdD2TxeCb9F,yes,1996
